,Classification
243101,Normal
243102,Normal
243103,Normal
243104,Normal
243105,Normal
243106,Normal
243107,Normal
243108,Normal
243109,Normal
243110,Normal
243111,Normal
243112,Normal
243113,Normal
243114,Normal
243115,Normal
243116,Normal
243117,Normal
243118,Normal
243119,Normal
243120,Normal
243121,Normal
243122,Normal
243123,Normal
243124,Normal
243125,Normal
243126,Normal
243127,Normal
243128,Normal
243129,Normal
243130,Normal
243131,Normal
243132,Normal
243133,Normal
243134,Normal
243135,Normal
243136,Normal
243137,Fraud
243138,Normal
243139,Normal
243140,Normal
243141,Normal
243142,Normal
243143,Normal
243144,Normal
243145,Normal
243146,Normal
243147,Normal
243148,Normal
243149,Normal
243150,Normal
243151,Normal
243152,Normal
243153,Normal
243154,Normal
243155,Normal
243156,Normal
243157,Normal
243158,Normal
243159,Normal
243160,Normal
243161,Normal
243162,Normal
243163,Normal
243164,Normal
243165,Normal
243166,Normal
243167,Normal
243168,Normal
243169,Normal
243170,Normal
243171,Normal
243172,Normal
243173,Normal
243174,Normal
243175,Normal
243176,Normal
243177,Normal
243178,Normal
243179,Normal
243180,Normal
243181,Normal
243182,Normal
243183,Normal
243184,Normal
243185,Normal
243186,Normal
243187,Normal
243188,Normal
243189,Normal
243190,Normal
243191,Normal
243192,Normal
243193,Normal
243194,Normal
243195,Normal
243196,Normal
243197,Normal
243198,Normal
243199,Normal
243200,Normal
243201,Normal
243202,Normal
243203,Normal
243204,Normal
243205,Normal
243206,Normal
243207,Normal
243208,Normal
243209,Normal
243210,Normal
243211,Normal
243212,Normal
243213,Normal
243214,Normal
243215,Normal
243216,Normal
243217,Normal
243218,Normal
243219,Normal
243220,Normal
243221,Normal
243222,Normal
243223,Normal
243224,Normal
243225,Normal
243226,Normal
243227,Normal
243228,Normal
243229,Normal
243230,Normal
243231,Normal
243232,Normal
243233,Normal
243234,Normal
243235,Normal
243236,Normal
243237,Normal
243238,Normal
243239,Normal
243240,Normal
243241,Normal
243242,Normal
243243,Normal
243244,Normal
243245,Normal
243246,Normal
243247,Normal
243248,Normal
243249,Normal
243250,Normal
243251,Normal
243252,Normal
243253,Normal
243254,Normal
243255,Normal
243256,Normal
243257,Normal
243258,Normal
243259,Normal
243260,Normal
243261,Normal
243262,Normal
243263,Normal
243264,Normal
243265,Normal
243266,Normal
243267,Normal
243268,Normal
243269,Normal
243270,Normal
243271,Normal
243272,Normal
243273,Normal
243274,Normal
243275,Normal
243276,Normal
243277,Normal
243278,Normal
243279,Normal
243280,Normal
243281,Normal
243282,Normal
243283,Normal
243284,Normal
243285,Normal
243286,Normal
243287,Normal
243288,Normal
243289,Normal
243290,Normal
243291,Normal
243292,Normal
243293,Normal
243294,Normal
243295,Normal
243296,Normal
243297,Normal
243298,Normal
243299,Normal
243300,Normal
243301,Normal
243302,Normal
243303,Normal
243304,Normal
243305,Normal
243306,Normal
243307,Normal
243308,Normal
243309,Normal
243310,Normal
243311,Normal
243312,Normal
243313,Normal
243314,Normal
243315,Normal
243316,Normal
243317,Normal
243318,Normal
243319,Normal
243320,Normal
243321,Normal
243322,Normal
243323,Normal
243324,Normal
243325,Normal
243326,Normal
243327,Normal
243328,Normal
243329,Normal
243330,Normal
243331,Normal
243332,Normal
243333,Normal
243334,Normal
243335,Normal
243336,Normal
243337,Normal
243338,Normal
243339,Normal
243340,Normal
243341,Normal
243342,Normal
243343,Normal
243344,Normal
243345,Normal
243346,Normal
243347,Normal
243348,Normal
243349,Normal
243350,Normal
243351,Normal
243352,Normal
243353,Normal
243354,Normal
243355,Normal
243356,Normal
243357,Normal
243358,Normal
243359,Fraud
243360,Normal
243361,Normal
243362,Normal
243363,Normal
243364,Normal
243365,Normal
243366,Normal
243367,Normal
243368,Normal
243369,Normal
243370,Normal
243371,Normal
243372,Normal
243373,Normal
243374,Normal
243375,Normal
243376,Fraud
243377,Normal
243378,Normal
243379,Normal
243380,Normal
243381,Normal
243382,Normal
243383,Normal
243384,Normal
243385,Normal
243386,Normal
243387,Normal
243388,Normal
243389,Normal
243390,Normal
243391,Normal
243392,Normal
243393,Normal
243394,Normal
243395,Normal
243396,Normal
243397,Normal
243398,Normal
243399,Normal
243400,Normal
243401,Normal
243402,Normal
243403,Normal
243404,Normal
243405,Normal
243406,Normal
243407,Normal
243408,Normal
243409,Normal
243410,Normal
243411,Normal
243412,Normal
243413,Normal
243414,Normal
243415,Normal
243416,Normal
243417,Normal
243418,Normal
243419,Normal
243420,Normal
243421,Normal
243422,Normal
243423,Normal
243424,Normal
243425,Normal
243426,Normal
243427,Normal
243428,Normal
243429,Normal
243430,Normal
243431,Normal
243432,Normal
243433,Normal
243434,Normal
243435,Normal
243436,Normal
243437,Normal
243438,Normal
243439,Normal
243440,Normal
243441,Normal
243442,Normal
243443,Normal
243444,Normal
243445,Normal
243446,Normal
243447,Normal
243448,Normal
243449,Normal
243450,Normal
243451,Normal
243452,Normal
243453,Normal
243454,Normal
243455,Normal
243456,Normal
243457,Normal
243458,Normal
243459,Normal
243460,Normal
243461,Normal
243462,Normal
243463,Fraud
243464,Normal
243465,Normal
243466,Normal
243467,Normal
243468,Normal
243469,Normal
243470,Normal
243471,Normal
243472,Normal
243473,Normal
243474,Normal
243475,Normal
243476,Normal
243477,Normal
243478,Normal
243479,Normal
243480,Normal
243481,Normal
243482,Normal
243483,Normal
243484,Normal
243485,Normal
243486,Normal
243487,Normal
243488,Normal
243489,Normal
243490,Normal
243491,Normal
243492,Normal
243493,Normal
243494,Normal
243495,Normal
243496,Normal
243497,Normal
243498,Normal
243499,Normal
243500,Normal
243501,Normal
243502,Fraud
243503,Normal
243504,Normal
243505,Normal
243506,Normal
243507,Normal
243508,Normal
243509,Normal
243510,Fraud
243511,Normal
243512,Normal
243513,Normal
243514,Normal
243515,Normal
243516,Normal
243517,Normal
243518,Normal
243519,Normal
243520,Normal
243521,Normal
243522,Normal
243523,Normal
243524,Normal
243525,Normal
243526,Normal
243527,Normal
243528,Normal
243529,Normal
243530,Normal
243531,Normal
243532,Normal
243533,Normal
243534,Normal
243535,Normal
243536,Normal
243537,Normal
243538,Normal
243539,Normal
243540,Normal
243541,Normal
243542,Normal
243543,Normal
243544,Normal
243545,Normal
243546,Normal
243547,Normal
243548,Normal
243549,Normal
243550,Normal
243551,Normal
243552,Normal
243553,Normal
243554,Normal
243555,Normal
243556,Normal
243557,Normal
243558,Normal
243559,Normal
243560,Normal
243561,Normal
243562,Normal
243563,Normal
243564,Normal
243565,Normal
243566,Normal
243567,Normal
243568,Normal
243569,Normal
243570,Normal
243571,Normal
243572,Normal
243573,Normal
243574,Normal
243575,Normal
243576,Normal
243577,Normal
243578,Normal
243579,Normal
243580,Normal
243581,Normal
243582,Normal
243583,Normal
243584,Normal
243585,Normal
243586,Normal
243587,Normal
243588,Normal
243589,Normal
243590,Normal
243591,Normal
243592,Normal
243593,Normal
243594,Normal
243595,Normal
243596,Normal
243597,Normal
243598,Normal
243599,Normal
243600,Normal
243601,Normal
243602,Normal
243603,Normal
243604,Normal
243605,Fraud
243606,Normal
243607,Normal
243608,Normal
243609,Normal
243610,Normal
243611,Normal
243612,Normal
243613,Normal
243614,Normal
243615,Normal
243616,Normal
243617,Normal
243618,Normal
243619,Normal
243620,Normal
243621,Normal
243622,Normal
243623,Normal
243624,Normal
243625,Normal
243626,Normal
243627,Normal
243628,Normal
243629,Normal
243630,Normal
243631,Normal
243632,Normal
243633,Normal
243634,Normal
243635,Normal
243636,Normal
243637,Normal
243638,Normal
243639,Normal
243640,Normal
243641,Normal
243642,Normal
243643,Normal
243644,Normal
243645,Normal
243646,Normal
243647,Normal
243648,Normal
243649,Normal
243650,Normal
243651,Normal
243652,Normal
243653,Normal
243654,Normal
243655,Normal
243656,Normal
243657,Normal
243658,Normal
243659,Fraud
243660,Normal
243661,Normal
243662,Normal
243663,Normal
243664,Normal
243665,Normal
243666,Normal
243667,Normal
243668,Normal
243669,Normal
243670,Normal
243671,Normal
243672,Normal
243673,Normal
243674,Normal
243675,Normal
243676,Normal
243677,Normal
243678,Normal
243679,Normal
243680,Normal
243681,Normal
243682,Normal
243683,Normal
243684,Normal
243685,Normal
243686,Normal
243687,Normal
243688,Normal
243689,Normal
243690,Normal
243691,Normal
243692,Normal
243693,Normal
243694,Normal
243695,Normal
243696,Normal
243697,Normal
243698,Normal
243699,Normal
243700,Normal
243701,Normal
243702,Normal
243703,Normal
243704,Normal
243705,Normal
243706,Normal
243707,Normal
243708,Normal
243709,Normal
243710,Normal
243711,Normal
243712,Normal
243713,Normal
243714,Normal
243715,Normal
243716,Normal
243717,Normal
243718,Normal
243719,Normal
243720,Normal
243721,Normal
243722,Normal
243723,Normal
243724,Normal
243725,Normal
243726,Normal
243727,Normal
243728,Normal
243729,Normal
243730,Normal
243731,Normal
243732,Normal
243733,Normal
243734,Normal
243735,Normal
243736,Normal
243737,Normal
243738,Normal
243739,Normal
243740,Normal
243741,Normal
243742,Normal
243743,Normal
243744,Normal
243745,Normal
243746,Normal
243747,Normal
243748,Normal
243749,Normal
243750,Normal
243751,Normal
243752,Normal
243753,Normal
243754,Normal
243755,Normal
243756,Normal
243757,Normal
243758,Normal
243759,Normal
243760,Normal
243761,Normal
243762,Normal
243763,Normal
243764,Normal
243765,Normal
243766,Normal
243767,Normal
243768,Normal
243769,Normal
243770,Normal
243771,Normal
243772,Normal
243773,Normal
243774,Normal
243775,Normal
243776,Normal
243777,Normal
243778,Normal
243779,Normal
243780,Normal
243781,Normal
243782,Normal
243783,Normal
243784,Fraud
243785,Normal
243786,Normal
243787,Normal
243788,Normal
243789,Normal
243790,Normal
243791,Normal
243792,Normal
243793,Normal
243794,Normal
243795,Normal
243796,Normal
243797,Normal
243798,Normal
243799,Normal
243800,Fraud
243801,Normal
243802,Normal
243803,Normal
243804,Normal
243805,Normal
243806,Normal
243807,Normal
243808,Normal
243809,Normal
243810,Normal
243811,Normal
243812,Normal
243813,Normal
243814,Normal
243815,Normal
243816,Normal
243817,Normal
243818,Normal
243819,Normal
243820,Normal
243821,Normal
243822,Normal
243823,Normal
243824,Normal
243825,Normal
243826,Normal
243827,Normal
243828,Normal
243829,Normal
243830,Normal
243831,Normal
243832,Normal
243833,Normal
243834,Fraud
243835,Normal
243836,Normal
243837,Normal
243838,Normal
243839,Normal
243840,Normal
243841,Normal
243842,Normal
243843,Normal
243844,Normal
243845,Normal
243846,Normal
243847,Normal
243848,Normal
243849,Normal
243850,Normal
243851,Normal
243852,Normal
243853,Normal
243854,Normal
243855,Normal
243856,Normal
243857,Normal
243858,Normal
243859,Normal
243860,Normal
243861,Normal
243862,Normal
243863,Normal
243864,Normal
243865,Normal
243866,Fraud
243867,Normal
243868,Normal
243869,Normal
243870,Normal
243871,Fraud
243872,Normal
243873,Normal
243874,Normal
243875,Normal
243876,Normal
243877,Normal
243878,Normal
243879,Normal
243880,Normal
243881,Normal
243882,Normal
243883,Normal
243884,Normal
243885,Normal
243886,Normal
243887,Normal
243888,Normal
243889,Normal
243890,Normal
243891,Normal
243892,Normal
243893,Normal
243894,Normal
243895,Normal
243896,Normal
243897,Normal
243898,Normal
243899,Normal
243900,Normal
243901,Normal
243902,Normal
243903,Normal
243904,Normal
243905,Normal
243906,Normal
243907,Normal
243908,Normal
243909,Normal
243910,Normal
243911,Normal
243912,Normal
243913,Normal
243914,Normal
243915,Normal
243916,Normal
243917,Normal
243918,Normal
243919,Normal
243920,Fraud
243921,Normal
243922,Normal
243923,Normal
243924,Normal
243925,Normal
243926,Normal
243927,Normal
243928,Normal
243929,Normal
243930,Normal
243931,Normal
243932,Fraud
243933,Normal
243934,Normal
243935,Normal
243936,Fraud
243937,Normal
243938,Normal
243939,Normal
243940,Normal
243941,Normal
243942,Normal
243943,Normal
243944,Normal
243945,Normal
243946,Normal
243947,Normal
243948,Normal
243949,Normal
243950,Normal
243951,Normal
243952,Normal
243953,Normal
243954,Normal
243955,Normal
243956,Normal
243957,Normal
243958,Normal
243959,Normal
243960,Fraud
243961,Normal
243962,Normal
243963,Normal
243964,Normal
243965,Normal
243966,Normal
243967,Normal
243968,Normal
243969,Normal
243970,Normal
243971,Normal
243972,Normal
243973,Normal
243974,Normal
243975,Normal
243976,Normal
243977,Normal
243978,Normal
243979,Normal
243980,Normal
243981,Normal
243982,Normal
243983,Normal
243984,Normal
243985,Normal
243986,Normal
243987,Normal
243988,Normal
243989,Normal
243990,Normal
243991,Normal
243992,Normal
243993,Normal
243994,Normal
243995,Normal
243996,Normal
243997,Normal
243998,Normal
243999,Normal
244000,Normal
244001,Normal
244002,Normal
244003,Normal
244004,Normal
244005,Normal
244006,Normal
244007,Normal
244008,Normal
244009,Normal
244010,Normal
244011,Normal
244012,Fraud
244013,Normal
244014,Normal
244015,Normal
244016,Normal
244017,Normal
244018,Normal
244019,Fraud
244020,Normal
244021,Normal
244022,Normal
244023,Normal
244024,Normal
244025,Normal
244026,Normal
244027,Normal
244028,Normal
244029,Normal
244030,Normal
244031,Normal
244032,Normal
244033,Normal
244034,Normal
244035,Normal
244036,Normal
244037,Normal
244038,Normal
244039,Normal
244040,Normal
244041,Normal
244042,Normal
244043,Normal
244044,Normal
244045,Normal
244046,Normal
244047,Normal
244048,Normal
244049,Normal
244050,Normal
244051,Normal
244052,Normal
244053,Normal
244054,Normal
244055,Normal
244056,Normal
244057,Normal
244058,Normal
244059,Normal
244060,Normal
244061,Normal
244062,Normal
244063,Normal
244064,Normal
244065,Normal
244066,Normal
244067,Normal
244068,Normal
244069,Normal
244070,Normal
244071,Normal
244072,Normal
244073,Normal
244074,Normal
244075,Normal
244076,Normal
244077,Normal
244078,Normal
244079,Normal
244080,Normal
244081,Normal
244082,Normal
244083,Normal
244084,Normal
244085,Normal
244086,Normal
244087,Normal
244088,Normal
244089,Normal
244090,Normal
244091,Normal
244092,Normal
244093,Normal
244094,Normal
244095,Normal
244096,Normal
244097,Normal
244098,Normal
244099,Normal
244100,Normal
244101,Normal
244102,Fraud
244103,Normal
244104,Normal
244105,Normal
244106,Normal
244107,Normal
244108,Normal
244109,Normal
244110,Normal
244111,Normal
244112,Normal
244113,Normal
244114,Normal
244115,Normal
244116,Fraud
244117,Normal
244118,Normal
244119,Normal
244120,Normal
244121,Normal
244122,Normal
244123,Normal
244124,Normal
244125,Normal
244126,Normal
244127,Normal
244128,Normal
244129,Normal
244130,Normal
244131,Normal
244132,Normal
244133,Normal
244134,Normal
244135,Normal
244136,Normal
244137,Normal
244138,Normal
244139,Normal
244140,Normal
244141,Normal
244142,Normal
244143,Normal
244144,Normal
244145,Normal
244146,Normal
244147,Normal
244148,Normal
244149,Normal
244150,Normal
244151,Normal
244152,Normal
244153,Normal
244154,Normal
244155,Normal
244156,Normal
244157,Normal
244158,Normal
244159,Normal
244160,Normal
244161,Normal
244162,Normal
244163,Normal
244164,Normal
244165,Normal
244166,Normal
244167,Normal
244168,Normal
244169,Normal
244170,Normal
244171,Normal
244172,Normal
244173,Normal
244174,Normal
244175,Normal
244176,Normal
244177,Normal
244178,Normal
244179,Normal
244180,Normal
244181,Normal
244182,Normal
244183,Normal
244184,Normal
244185,Normal
244186,Normal
244187,Normal
244188,Normal
244189,Normal
244190,Normal
244191,Normal
244192,Normal
244193,Normal
244194,Normal
244195,Normal
244196,Normal
244197,Normal
244198,Normal
244199,Normal
244200,Normal
244201,Normal
244202,Normal
244203,Normal
244204,Normal
244205,Normal
244206,Normal
244207,Normal
244208,Normal
244209,Normal
244210,Normal
244211,Normal
244212,Normal
244213,Normal
244214,Normal
244215,Normal
244216,Normal
244217,Normal
244218,Normal
244219,Normal
244220,Normal
244221,Normal
244222,Normal
244223,Normal
244224,Normal
244225,Normal
244226,Normal
244227,Normal
244228,Normal
244229,Normal
244230,Normal
244231,Normal
244232,Normal
244233,Normal
244234,Normal
244235,Normal
244236,Normal
244237,Normal
244238,Normal
244239,Normal
244240,Normal
244241,Normal
244242,Normal
244243,Normal
244244,Normal
244245,Normal
244246,Normal
244247,Normal
244248,Normal
244249,Normal
244250,Fraud
244251,Normal
244252,Normal
244253,Normal
244254,Normal
244255,Normal
244256,Normal
244257,Normal
244258,Normal
244259,Normal
244260,Normal
244261,Normal
244262,Normal
244263,Normal
244264,Normal
244265,Normal
244266,Normal
244267,Normal
244268,Normal
244269,Normal
244270,Normal
244271,Normal
244272,Normal
244273,Normal
244274,Normal
244275,Normal
244276,Fraud
244277,Normal
244278,Normal
244279,Normal
244280,Normal
244281,Normal
244282,Normal
244283,Normal
244284,Normal
244285,Normal
244286,Normal
244287,Normal
244288,Normal
244289,Normal
244290,Normal
244291,Normal
244292,Normal
244293,Normal
244294,Normal
244295,Normal
244296,Normal
244297,Normal
244298,Normal
244299,Normal
244300,Normal
244301,Normal
244302,Normal
244303,Normal
244304,Normal
244305,Normal
244306,Normal
244307,Normal
244308,Normal
244309,Normal
244310,Normal
244311,Normal
244312,Normal
244313,Normal
244314,Normal
244315,Normal
244316,Normal
244317,Normal
244318,Normal
244319,Normal
244320,Normal
244321,Normal
244322,Normal
244323,Normal
244324,Normal
244325,Normal
244326,Normal
244327,Normal
244328,Normal
244329,Normal
244330,Normal
244331,Normal
244332,Normal
244333,Normal
244334,Normal
244335,Normal
244336,Normal
244337,Normal
244338,Normal
244339,Normal
244340,Normal
244341,Normal
244342,Normal
244343,Normal
244344,Normal
244345,Normal
244346,Normal
244347,Normal
244348,Normal
244349,Normal
244350,Normal
244351,Normal
244352,Normal
244353,Fraud
244354,Normal
244355,Normal
244356,Normal
244357,Normal
244358,Normal
244359,Normal
244360,Normal
244361,Normal
244362,Normal
244363,Normal
244364,Normal
244365,Normal
244366,Normal
244367,Normal
244368,Normal
244369,Normal
244370,Normal
244371,Normal
244372,Normal
244373,Normal
244374,Normal
244375,Normal
244376,Normal
244377,Normal
244378,Normal
244379,Normal
244380,Normal
244381,Normal
244382,Normal
244383,Normal
244384,Normal
244385,Normal
244386,Normal
244387,Fraud
244388,Normal
244389,Normal
244390,Normal
244391,Normal
244392,Normal
244393,Fraud
244394,Normal
244395,Normal
244396,Normal
244397,Normal
244398,Normal
244399,Normal
244400,Normal
244401,Normal
244402,Normal
244403,Normal
244404,Normal
244405,Normal
244406,Normal
244407,Normal
244408,Normal
244409,Normal
244410,Normal
244411,Normal
244412,Normal
244413,Normal
244414,Normal
244415,Normal
244416,Normal
244417,Normal
244418,Normal
244419,Normal
244420,Normal
244421,Normal
244422,Normal
244423,Normal
244424,Normal
244425,Normal
244426,Normal
244427,Normal
244428,Normal
244429,Normal
244430,Normal
244431,Normal
244432,Normal
244433,Normal
244434,Normal
244435,Normal
244436,Normal
244437,Normal
244438,Normal
244439,Normal
244440,Normal
244441,Normal
244442,Normal
244443,Normal
244444,Normal
244445,Normal
244446,Normal
244447,Normal
244448,Normal
244449,Normal
244450,Normal
244451,Normal
244452,Normal
244453,Normal
244454,Normal
244455,Normal
244456,Normal
244457,Normal
244458,Normal
244459,Normal
244460,Normal
244461,Normal
244462,Normal
244463,Normal
244464,Normal
244465,Normal
244466,Normal
244467,Normal
244468,Normal
244469,Normal
244470,Normal
244471,Normal
244472,Normal
244473,Normal
244474,Normal
244475,Normal
244476,Normal
244477,Normal
244478,Normal
244479,Normal
244480,Normal
244481,Normal
244482,Normal
244483,Normal
244484,Normal
244485,Normal
244486,Normal
244487,Normal
244488,Normal
244489,Normal
244490,Normal
244491,Normal
244492,Normal
244493,Normal
244494,Normal
244495,Normal
244496,Normal
244497,Normal
244498,Normal
244499,Normal
244500,Normal
244501,Normal
244502,Normal
244503,Normal
244504,Normal
244505,Normal
244506,Normal
244507,Normal
244508,Normal
244509,Normal
244510,Normal
244511,Fraud
244512,Normal
244513,Normal
244514,Normal
244515,Normal
244516,Normal
244517,Normal
244518,Normal
244519,Normal
244520,Normal
244521,Normal
244522,Normal
244523,Normal
244524,Normal
244525,Normal
244526,Normal
244527,Normal
244528,Normal
244529,Normal
244530,Normal
244531,Normal
244532,Normal
244533,Normal
244534,Normal
244535,Normal
244536,Normal
244537,Normal
244538,Normal
244539,Normal
244540,Normal
244541,Normal
244542,Normal
244543,Normal
244544,Normal
244545,Normal
244546,Normal
244547,Normal
244548,Fraud
244549,Normal
244550,Normal
244551,Normal
244552,Normal
244553,Normal
244554,Normal
244555,Normal
244556,Normal
244557,Normal
244558,Normal
244559,Normal
244560,Normal
244561,Normal
244562,Normal
244563,Normal
244564,Normal
244565,Normal
244566,Normal
244567,Normal
244568,Normal
244569,Normal
244570,Normal
244571,Normal
244572,Normal
244573,Normal
244574,Normal
244575,Normal
244576,Normal
244577,Normal
244578,Normal
244579,Normal
244580,Normal
244581,Normal
244582,Normal
244583,Normal
244584,Normal
244585,Normal
244586,Normal
244587,Normal
244588,Normal
244589,Normal
244590,Normal
244591,Normal
244592,Normal
244593,Normal
244594,Normal
244595,Normal
244596,Normal
244597,Normal
244598,Normal
244599,Normal
244600,Normal
244601,Normal
244602,Normal
244603,Normal
244604,Normal
244605,Normal
244606,Normal
244607,Normal
244608,Normal
244609,Normal
244610,Normal
244611,Normal
244612,Normal
244613,Normal
244614,Normal
244615,Normal
244616,Normal
244617,Normal
244618,Normal
244619,Normal
244620,Normal
244621,Normal
244622,Normal
244623,Normal
244624,Normal
244625,Normal
244626,Normal
244627,Normal
244628,Normal
244629,Normal
244630,Normal
244631,Normal
244632,Normal
244633,Normal
244634,Normal
244635,Normal
244636,Normal
244637,Normal
244638,Normal
244639,Normal
244640,Normal
244641,Normal
244642,Normal
244643,Normal
244644,Normal
244645,Normal
244646,Normal
244647,Normal
244648,Normal
244649,Normal
244650,Normal
244651,Normal
244652,Normal
244653,Normal
244654,Normal
244655,Normal
244656,Normal
244657,Normal
244658,Normal
244659,Normal
244660,Normal
244661,Normal
244662,Normal
244663,Normal
244664,Normal
244665,Normal
244666,Normal
244667,Normal
244668,Normal
244669,Normal
244670,Normal
244671,Normal
244672,Normal
244673,Normal
244674,Normal
244675,Normal
244676,Normal
244677,Normal
244678,Normal
244679,Normal
244680,Normal
244681,Normal
244682,Normal
244683,Normal
244684,Normal
244685,Fraud
244686,Normal
244687,Normal
244688,Normal
244689,Normal
244690,Normal
244691,Normal
244692,Normal
244693,Normal
244694,Normal
244695,Normal
244696,Normal
244697,Normal
244698,Normal
244699,Normal
244700,Normal
244701,Normal
244702,Fraud
244703,Normal
244704,Normal
244705,Normal
244706,Normal
244707,Normal
244708,Normal
244709,Normal
244710,Normal
244711,Normal
244712,Normal
244713,Normal
244714,Normal
244715,Normal
244716,Normal
244717,Normal
244718,Normal
244719,Normal
244720,Normal
244721,Normal
244722,Normal
244723,Normal
244724,Fraud
244725,Normal
244726,Normal
244727,Normal
244728,Normal
244729,Fraud
244730,Normal
244731,Normal
244732,Normal
244733,Normal
244734,Fraud
244735,Normal
244736,Normal
244737,Normal
244738,Normal
244739,Normal
244740,Normal
244741,Normal
244742,Normal
244743,Normal
244744,Normal
244745,Normal
244746,Normal
244747,Normal
244748,Normal
244749,Normal
244750,Normal
244751,Normal
244752,Normal
244753,Normal
244754,Normal
244755,Normal
244756,Normal
244757,Normal
244758,Normal
244759,Normal
244760,Normal
244761,Normal
244762,Normal
244763,Normal
244764,Normal
244765,Normal
244766,Normal
244767,Normal
244768,Normal
244769,Normal
244770,Normal
244771,Normal
244772,Normal
244773,Normal
244774,Normal
244775,Normal
244776,Normal
244777,Normal
244778,Normal
244779,Normal
244780,Normal
244781,Normal
244782,Normal
244783,Normal
244784,Normal
244785,Normal
244786,Normal
244787,Normal
244788,Normal
244789,Normal
244790,Normal
244791,Normal
244792,Normal
244793,Normal
244794,Normal
244795,Normal
244796,Normal
244797,Normal
244798,Normal
244799,Normal
244800,Normal
244801,Normal
244802,Normal
244803,Normal
244804,Normal
244805,Normal
244806,Normal
244807,Normal
244808,Normal
244809,Normal
244810,Fraud
244811,Normal
244812,Normal
244813,Normal
244814,Normal
244815,Normal
244816,Normal
244817,Normal
244818,Normal
244819,Normal
244820,Normal
244821,Normal
244822,Normal
244823,Normal
244824,Normal
244825,Normal
244826,Normal
244827,Normal
244828,Normal
244829,Normal
244830,Normal
244831,Normal
244832,Normal
244833,Normal
244834,Normal
244835,Normal
244836,Normal
244837,Normal
244838,Normal
244839,Normal
244840,Normal
244841,Normal
244842,Normal
244843,Normal
244844,Normal
244845,Normal
244846,Normal
244847,Normal
244848,Normal
244849,Normal
244850,Normal
244851,Normal
244852,Normal
244853,Normal
244854,Normal
244855,Normal
244856,Normal
244857,Normal
244858,Normal
244859,Normal
244860,Normal
244861,Normal
244862,Normal
244863,Normal
244864,Normal
244865,Normal
244866,Normal
244867,Normal
244868,Normal
244869,Normal
244870,Normal
244871,Normal
244872,Normal
244873,Normal
244874,Normal
244875,Fraud
244876,Normal
244877,Normal
244878,Normal
244879,Normal
244880,Fraud
244881,Normal
244882,Normal
244883,Normal
244884,Normal
244885,Normal
244886,Normal
244887,Normal
244888,Normal
244889,Normal
244890,Normal
244891,Normal
244892,Normal
244893,Normal
244894,Normal
244895,Normal
244896,Normal
244897,Normal
244898,Normal
244899,Normal
244900,Normal
244901,Normal
244902,Normal
244903,Normal
244904,Normal
244905,Normal
244906,Normal
244907,Normal
244908,Normal
244909,Fraud
244910,Normal
244911,Normal
244912,Normal
244913,Fraud
244914,Normal
244915,Normal
244916,Normal
244917,Normal
244918,Normal
244919,Normal
244920,Normal
244921,Fraud
244922,Normal
244923,Normal
244924,Normal
244925,Normal
244926,Normal
244927,Normal
244928,Normal
244929,Normal
244930,Normal
244931,Normal
244932,Normal
244933,Normal
244934,Normal
244935,Normal
244936,Normal
244937,Normal
244938,Normal
244939,Normal
244940,Normal
244941,Normal
244942,Normal
244943,Fraud
244944,Normal
244945,Normal
244946,Normal
244947,Normal
244948,Normal
244949,Normal
244950,Normal
244951,Normal
244952,Normal
244953,Normal
244954,Normal
244955,Normal
244956,Normal
244957,Normal
244958,Normal
244959,Normal
244960,Normal
244961,Normal
244962,Normal
244963,Normal
244964,Normal
244965,Normal
244966,Normal
244967,Normal
244968,Normal
244969,Normal
244970,Normal
244971,Normal
244972,Normal
244973,Normal
244974,Normal
244975,Normal
244976,Normal
244977,Normal
244978,Normal
244979,Normal
244980,Normal
244981,Normal
244982,Normal
244983,Normal
244984,Normal
244985,Normal
244986,Normal
244987,Normal
244988,Normal
244989,Normal
244990,Normal
244991,Normal
244992,Normal
244993,Normal
244994,Normal
244995,Normal
244996,Normal
244997,Normal
244998,Normal
244999,Normal
245000,Normal
245001,Normal
245002,Normal
245003,Normal
245004,Normal
245005,Normal
245006,Normal
245007,Normal
245008,Normal
245009,Normal
245010,Normal
245011,Normal
245012,Normal
245013,Normal
245014,Normal
245015,Fraud
245016,Normal
245017,Normal
245018,Normal
245019,Normal
245020,Normal
245021,Normal
245022,Normal
245023,Normal
245024,Normal
245025,Normal
245026,Normal
245027,Normal
245028,Normal
245029,Normal
245030,Normal
245031,Normal
245032,Normal
245033,Normal
245034,Normal
245035,Normal
245036,Normal
245037,Normal
245038,Normal
245039,Normal
245040,Normal
245041,Normal
245042,Normal
245043,Normal
245044,Normal
245045,Normal
245046,Normal
245047,Normal
245048,Normal
245049,Normal
245050,Normal
245051,Normal
245052,Normal
245053,Normal
245054,Normal
245055,Normal
245056,Normal
245057,Normal
245058,Normal
245059,Normal
245060,Normal
245061,Normal
245062,Normal
245063,Normal
245064,Normal
245065,Normal
245066,Normal
245067,Normal
245068,Normal
245069,Normal
245070,Normal
245071,Normal
245072,Normal
245073,Fraud
245074,Normal
245075,Normal
245076,Normal
245077,Fraud
245078,Normal
245079,Normal
245080,Normal
245081,Normal
245082,Normal
245083,Normal
245084,Normal
245085,Normal
245086,Normal
245087,Normal
245088,Normal
245089,Fraud
245090,Normal
245091,Normal
245092,Normal
245093,Normal
